Publication_Year,Region,Country,Category,Store_Types,RMS_Coverage_Type,Channel_Contribution,
2023,LATAM,Brazil,Pet Food,Geographical Gap,%Not Covered,8%,
2023,LATAM,Brazil,Pet Food,Oth.Chnls.,%Not Covered,5%,
2023,LATAM,Brazil,Pet Food,Wholesalers,%Not Covered,3%,
2023,LATAM,Brazil,RTD and Juices,Cash and Carry,%Covered,19%,
2023,LATAM,Brazil,RTD and Juices,Superettes,%Covered,18%,
2023,LATAM,Brazil,RTD and Juices,Bars/Pubs/Cafes,%Covered,13%,
2023,LATAM,Brazil,RTD and Juices,Large Supermrkts,%Covered,11%,
2023,LATAM,Brazil,RTD and Juices,Trad. Grocery Str.,%Covered,10%,
2023,LATAM,Brazil,RTD and Juices,Hypermrkts,%Covered,7%,
2023,LATAM,Brazil,RTD and Juices,Bakeries/Pastry,%Covered,6%,
2023,LATAM,Brazil,RTD and Juices,Small Supermrkts,%Covered,4%,
2023,LATAM,Brazil,RTD and Juices,Gas Stations,%Covered,1%,
2023,LATAM,Brazil,RTD and Juices,Geographical Gap,%Not Covered,4%,
2023,LATAM,Brazil,RTD and Juices,Oth.Chnls.,%Not Covered,3%,
2023,LATAM,Brazil,RTD and Juices,Govt./Military Str.,%Not Covered,1%,
2023,LATAM,Brazil,RTD and Juices,Wholesalers,%Not Covered,1%,
2023,LATAM,Brazil,RTD and Juices,Price Clubs,%Not Covered,1%,
2023,LATAM,Brazil,RTD and Juices,Dep.Str./Mass Merch.,%Not Covered,1%,
2023,LATAM,Brazil,Salty Snacks,Superettes,%Covered,20%,
2023,LATAM,Brazil,Salty Snacks,Cash and Carry,%Covered,17%,
2023,LATAM,Brazil,Salty Snacks,Trad. Grocery Str.,%Covered,11%,
2023,LATAM,Brazil,Salty Snacks,Large Supermrkts,%Covered,11%,
2023,LATAM,Brazil,Salty Snacks,Hypermrkts,%Covered,7%,
2023,LATAM,Brazil,Salty Snacks,Small Supermrkts,%Covered,5%,
2023,LATAM,Brazil,Salty Snacks,Gas Stations,%Covered,1%,
2023,LATAM,Brazil,Salty Snacks,Oth.Chnls.,%Not Covered,23%,
2023,LATAM,Brazil,Salty Snacks,Geographical Gap,%Not Covered,5%,
2023,LATAM,Brazil,Spirits and Liqueurs,Bars/Pubs/Cafes,%Covered,39%,
2023,LATAM,Brazil,Spirits and Liqueurs,Trad. Grocery Str.,%Covered,10%,
2023,LATAM,Brazil,Spirits and Liqueurs,Superettes,%Covered,8%,
2023,LATAM,Brazil,Spirits and Liqueurs,Cash and Carry,%Covered,6%,
2023,LATAM,Brazil,Spirits and Liqueurs,Large Supermrkts,%Covered,4%,
2023,LATAM,Brazil,Spirits and Liqueurs,Hypermrkts,%Covered,2%,
2023,LATAM,Brazil,Spirits and Liqueurs,Small Supermrkts,%Covered,1%,
2023,LATAM,Brazil,Spirits and Liqueurs,Gas Stations,%Covered,1%,
2023,LATAM,Brazil,Spirits and Liqueurs,Bakeries/Pastry,%Covered,1%,
2023,LATAM,Brazil,Spirits and Liqueurs,Oth.Chnls.,%Not Covered,10%,
2023,LATAM,Brazil,Spirits and Liqueurs,Other Horeca,%Not Covered,6%,
2023,LATAM,Brazil,Spirits and Liqueurs,Geographical Gap,%Not Covered,4%,
2023,LATAM,Brazil,Spirits and Liqueurs,Oth. Ecom.,%Not Covered,3%,
2023,LATAM,Brazil,Spirits and Liqueurs,Wholesalers,%Not Covered,3%,
2023,LATAM,Brazil,Spirits and Liqueurs,Oth.Gen.Str.,%Not Covered,2%,
2023,LATAM,Brazil,Sports and Energy Drinks,Bars/Pubs/Cafes,%Covered,13%,
2023,LATAM,Brazil,Sports and Energy Drinks,Cash and Carry,%Covered,12%,
2023,LATAM,Brazil,Sports and Energy Drinks,Superettes,%Covered,10%,
2023,LATAM,Brazil,Sports and Energy Drinks,Large Supermrkts,%Covered,7%,
2023,LATAM,Brazil,Sports and Energy Drinks,Trad. Grocery Str.,%Covered,7%,
2023,LATAM,Brazil,Sports and Energy Drinks,Hypermrkts,%Covered,4%,
2023,LATAM,Brazil,Sports and Energy Drinks,Bakeries/Pastry,%Covered,4%,
2023,LATAM,Brazil,Sports and Energy Drinks,Gas Stations,%Covered,4%,
2023,LATAM,Brazil,Sports and Energy Drinks,Small Supermrkts,%Covered,2%,
2023,LATAM,Brazil,Sports and Energy Drinks,Oth.Chnls.,%Not Covered,20%,
2023,LATAM,Brazil,Sports and Energy Drinks,Oth. Ecom.,%Not Covered,8%,
2023,LATAM,Brazil,Sports and Energy Drinks,Wholesalers,%Not Covered,5%,
2023,LATAM,Brazil,Sports and Energy Drinks,Geographical Gap,%Not Covered,4%,
2023,LATAM,Brazil,Sweet Biscuits,Superettes,%Covered,25%,
2023,LATAM,Brazil,Sweet Biscuits,Cash and Carry,%Covered,22%,
2023,LATAM,Brazil,Sweet Biscuits,Large Supermrkts,%Covered,10%,
2023,LATAM,Brazil,Sweet Biscuits,Trad. Grocery Str.,%Covered,9%,
2023,LATAM,Brazil,Sweet Biscuits,Hypermrkts,%Covered,6%,
2023,LATAM,Brazil,Sweet Biscuits,Small Supermrkts,%Covered,4%,
2023,LATAM,Brazil,Sweet Biscuits,Oth.Chnls.,%Not Covered,11%,
2023,LATAM,Brazil,Sweet Biscuits,Geographical Gap,%Not Covered,5%,
2023,LATAM,Brazil,Sweet Biscuits,Wholesalers,%Not Covered,3%,
2023,LATAM,Brazil,Sweet Biscuits,Kiosks,%Not Covered,1%,
2023,LATAM,Brazil,Sweet Biscuits,CTN's,%Not Covered,1%,
2023,LATAM,Brazil,Sweet Biscuits,Price Clubs,%Not Covered,1%,
2023,LATAM,Brazil,Sweet Biscuits,Schools,%Not Covered,1%,
2023,LATAM,Brazil,Sweet Biscuits,Oth.Spec.Food,%Not Covered,1%,
2023,LATAM,Brazil,Total FMCG,Bars/Pubs/Cafes,%Covered,16%,
2023,LATAM,Brazil,Total FMCG,Superettes,%Covered,15%,
2023,LATAM,Brazil,Total FMCG,Cash and Carry,%Covered,15%,
2023,LATAM,Brazil,Total FMCG,Trad. Grocery Str.,%Covered,8%,
2023,LATAM,Brazil,Total FMCG,Large Supermrkts,%Covered,7%,
2023,LATAM,Brazil,Total FMCG,Pharmacies,%Covered,6%,
2023,LATAM,Brazil,Total FMCG,Hypermrkts,%Covered,4%,
2023,LATAM,Brazil,Total FMCG,Small Supermrkts,%Covered,3%,
2023,LATAM,Brazil,Total FMCG,Bakeries/Pastry,%Covered,2%,
2023,LATAM,Brazil,Total FMCG,Perfumeries,%Covered,1%,
2023,LATAM,Brazil,Total FMCG,Gas Stations,%Covered,1%,
2023,LATAM,Brazil,Total FMCG,Oth.Chnls.,%Not Covered,15%,
2023,LATAM,Brazil,Total FMCG,Geographical Gap,%Not Covered,5%,
2023,LATAM,Brazil,Total FMCG,Oth. Ecom.,%Not Covered,2%,
2023,SEANAP,Vietnam,Air Care,Trad. Grocery Str.,%Covered,38%,
2023,SEANAP,Vietnam,Air Care,Wholesalers,%Covered,13%,
2023,SEANAP,Vietnam,Air Care,Large Supermrkts,%Covered,11%,
2023,SEANAP,Vietnam,Air Care,Superettes,%Covered,7%,
2023,SEANAP,Vietnam,Air Care,Open Markets,%Covered,7%,
2023,SEANAP,Vietnam,Air Care,Hypermrkts,%Covered,2%,
2023,SEANAP,Vietnam,Air Care,Hou.hld /Toiletries,%Covered,1%,
2023,SEANAP,Vietnam,Air Care,Oth.Chnls.,%Covered,1%,
2023,SEANAP,Vietnam,Air Care,Oth.Chnls.,%Not Covered,5%,
2023,SEANAP,Vietnam,Air Care,Brick & Click,%Not Covered,4%,
2023,SEANAP,Vietnam,Air Care,Cash and Carry,%Not Covered,3%,
2023,SEANAP,Vietnam,Air Care,Wholesalers,%Not Covered,2%,
2023,SEANAP,Vietnam,Air Care,Restaurants/Hotels,%Not Covered,1%,
2023,SEANAP,Vietnam,Air Care,Institutional Sales,%Not Covered,1%,
2023,SEANAP,Vietnam,Air Care,Hou.hld /Toiletries,%Not Covered,1%,
2023,SEANAP,Vietnam,Air Care,Govt./Military Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Air Care,Hospitals,%Not Covered,1%,
2023,SEANAP,Vietnam,Air Care,Oth.Gen.Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Air Care,Dairy,%Not Covered,1%,
2023,SEANAP,Vietnam,Air Care,Duty Free/Airport,%Not Covered,1%,
2023,SEANAP,Vietnam,Baby Food,Trad. Grocery Str.,%Covered,44%,
2023,SEANAP,Vietnam,Baby Food,Wholesalers,%Covered,13%,
2023,SEANAP,Vietnam,Baby Food,Large Supermrkts,%Covered,6%,
2023,SEANAP,Vietnam,Baby Food,Superettes,%Covered,6%,
2023,SEANAP,Vietnam,Baby Food,Open Markets,%Covered,5%,
2023,SEANAP,Vietnam,Baby Food,Hypermrkts,%Covered,1%,
2023,SEANAP,Vietnam,Baby Food,Oth.Chnls.,%Covered,1%,
2023,SEANAP,Vietnam,Baby Food,Oth.Chnls.,%Not Covered,5%,
2023,SEANAP,Vietnam,Baby Food,Cash and Carry,%Not Covered,4%,
2023,SEANAP,Vietnam,Baby Food,Brick & Click,%Not Covered,4%,
2023,SEANAP,Vietnam,Baby Food,Wholesalers,%Not Covered,3%,
2023,SEANAP,Vietnam,Baby Food,Institutional Sales,%Not Covered,3%,
2023,SEANAP,Vietnam,Baby Food,Oth.Spec.Food,%Not Covered,2%,
2023,SEANAP,Vietnam,Baby Food,Schools,%Not Covered,1%,
2023,SEANAP,Vietnam,Baby Food,Bakeries/Pastry,%Not Covered,1%,
2023,SEANAP,Vietnam,Baby Food,Hospitals,%Not Covered,1%,
2023,SEANAP,Vietnam,Baby Food,Baby Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Baby Food,Govt./Military Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Beer,Trad. Grocery Str.,%Covered,28%,
2023,SEANAP,Vietnam,Beer,Restaurants/Hotels,%Covered,16%,
2023,SEANAP,Vietnam,Beer,Wholesalers,%Covered,6%,
2023,SEANAP,Vietnam,Beer,Beverage Str.,%Covered,5%,
2023,SEANAP,Vietnam,Beer,Large Supermrkts,%Covered,2%,
2023,SEANAP,Vietnam,Beer,Other Horeca,%Covered,1%,
2023,SEANAP,Vietnam,Beer,Superettes,%Covered,1%,
2023,SEANAP,Vietnam,Beer,Bars/Pubs/Cafes,%Covered,1%,
2023,SEANAP,Vietnam,Beer,Oth.Chnls.,%Covered,1%,
2023,SEANAP,Vietnam,Beer,Convenc. Str.,%Covered,1%,
2023,SEANAP,Vietnam,Beer,Restaurants/Hotels,%Not Covered,9%,
2023,SEANAP,Vietnam,Beer,Oth.Chnls.,%Not Covered,6%,
2023,SEANAP,Vietnam,Beer,Beverage Str.,%Not Covered,5%,
2023,SEANAP,Vietnam,Beer,Disco.Night club,%Not Covered,4%,
2023,SEANAP,Vietnam,Beer,Bars/Pubs/Cafes,%Not Covered,3%,
2023,SEANAP,Vietnam,Beer,Cash and Carry,%Not Covered,3%,
2023,SEANAP,Vietnam,Beer,Liquor/Wine/Beer,%Not Covered,3%,
2023,SEANAP,Vietnam,Beer,Open Markets,%Not Covered,2%,
2023,SEANAP,Vietnam,Beer,Wholesalers,%Not Covered,2%,
2023,SEANAP,Vietnam,Beer,Brick & Click,%Not Covered,1%,
2023,SEANAP,Vietnam,Beer,Gas Stations,%Not Covered,1%,
2023,SEANAP,Vietnam,Beer,Other Horeca,%Not Covered,1%,
2023,SEANAP,Vietnam,Beer,Oth.Gen.Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Trad. Grocery Str.,%Covered,44%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Wholesalers,%Covered,13%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Large Supermrkts,%Covered,6%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Superettes,%Covered,6%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Open Markets,%Covered,5%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Hypermrkts,%Covered,1%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Small Supermrkts,%Covered,1%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Oth.Chnls.,%Covered,1%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Oth.Chnls.,%Not Covered,5%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Cash and Carry,%Not Covered,4%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Brick & Click,%Not Covered,4%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Institutional Sales,%Not Covered,3%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Wholesalers,%Not Covered,2%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Oth.Spec.Food,%Not Covered,2%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Hospitals,%Not Covered,1%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Schools,%Not Covered,1%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Bakeries/Pastry,%Not Covered,1%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Baby Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Candies and Chewing Gums,Govt./Military Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Trad. Grocery Str.,%Covered,35%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Wholesalers,%Covered,16%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Bars/Pubs/Cafes,%Covered,16%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Restaurants/Hotels,%Covered,10%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Superettes,%Covered,3%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Large Supermrkts,%Covered,2%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Hypermrkts,%Covered,1%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Other Horeca,%Covered,1%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Oth.Chnls.,%Not Covered,5%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Oth.Groc.Str.,%Not Covered,2%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Beverage Str.,%Not Covered,2%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Cash and Carry,%Not Covered,2%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Brick & Click,%Not Covered,1%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Other Horeca,%Not Covered,1%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Schools,%Not Covered,1%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Restaurants/Hotels,%Not Covered,1%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Wholesalers,%Not Covered,1%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Open Markets,%Not Covered,1%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Institutional Sales,%Not Covered,1%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Hospitals,%Not Covered,1%,
2023,SEANAP,Vietnam,Carbonated Soft Drinks,Fast Food,%Not Covered,1%,
2023,SEANAP,Vietnam,Cigarettes,Trad. Grocery Str.,%Covered,47%,
2023,SEANAP,Vietnam,Cigarettes,Bars/Pubs/Cafes,%Covered,16%,
2023,SEANAP,Vietnam,Cigarettes,Wholesalers,%Covered,14%,
2023,SEANAP,Vietnam,Cigarettes,Restaurants/Hotels,%Covered,9%,
2023,SEANAP,Vietnam,Cigarettes,Superettes,%Covered,3%,
2023,SEANAP,Vietnam,Cigarettes,Other Horeca,%Covered,1%,
2023,SEANAP,Vietnam,Cigarettes,Tobacco,%Covered,1%,
2023,SEANAP,Vietnam,Cigarettes,Oth.Chnls.,%Not Covered,4%,
2023,SEANAP,Vietnam,Cigarettes,Tobacco,%Not Covered,1%,
2023,SEANAP,Vietnam,Cigarettes,Disco.Night club,%Not Covered,1%,
2023,SEANAP,Vietnam,Cigarettes,Other Horeca,%Not Covered,1%,
2023,SEANAP,Vietnam,Cigarettes,Open Markets,%Not Covered,1%,
2023,SEANAP,Vietnam,Cigarettes,Oth.Groc.Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Dairy Products,Trad. Grocery Str.,%Covered,44%,
2023,SEANAP,Vietnam,Dairy Products,Wholesalers,%Covered,13%,
2023,SEANAP,Vietnam,Dairy Products,Large Supermrkts,%Covered,6%,
2023,SEANAP,Vietnam,Dairy Products,Superettes,%Covered,6%,
2023,SEANAP,Vietnam,Dairy Products,Open Markets,%Covered,5%,
2023,SEANAP,Vietnam,Dairy Products,Hypermrkts,%Covered,1%,
2023,SEANAP,Vietnam,Dairy Products,Oth.Chnls.,%Covered,1%,
2023,SEANAP,Vietnam,Dairy Products,Oth.Chnls.,%Not Covered,5%,
2023,SEANAP,Vietnam,Dairy Products,Cash and Carry,%Not Covered,4%,
2023,SEANAP,Vietnam,Dairy Products,Brick & Click,%Not Covered,4%,
2023,SEANAP,Vietnam,Dairy Products,Wholesalers,%Not Covered,3%,
2023,SEANAP,Vietnam,Dairy Products,Institutional Sales,%Not Covered,3%,
2023,SEANAP,Vietnam,Dairy Products,Oth.Spec.Food,%Not Covered,2%,
2023,SEANAP,Vietnam,Dairy Products,Schools,%Not Covered,1%,
2023,SEANAP,Vietnam,Dairy Products,Hospitals,%Not Covered,1%,
2023,SEANAP,Vietnam,Dairy Products,Bakeries/Pastry,%Not Covered,1%,
2023,SEANAP,Vietnam,Dairy Products,Baby Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Dairy Products,Govt./Military Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Diapers and Wipes,Trad. Grocery Str.,%Covered,49%,
2023,SEANAP,Vietnam,Diapers and Wipes,Baby Str.,%Covered,15%,
2023,SEANAP,Vietnam,Diapers and Wipes,Dairy,%Covered,6%,
2023,SEANAP,Vietnam,Diapers and Wipes,Large Supermrkts,%Covered,5%,
2023,SEANAP,Vietnam,Diapers and Wipes,Superettes,%Covered,4%,
2023,SEANAP,Vietnam,Diapers and Wipes,Open Markets,%Covered,3%,
2023,SEANAP,Vietnam,Diapers and Wipes,Hou.hld /Toiletries,%Covered,1%,
2023,SEANAP,Vietnam,Diapers and Wipes,Pharmacies,%Covered,1%,
2023,SEANAP,Vietnam,Diapers and Wipes,Oth.Chnls.,%Covered,1%,
2023,SEANAP,Vietnam,Diapers and Wipes,Brick & Click,%Not Covered,8%,
2023,SEANAP,Vietnam,Diapers and Wipes,Oth.Chnls.,%Not Covered,2%,
2023,SEANAP,Vietnam,Diapers and Wipes,Wholesalers,%Not Covered,2%,
2023,SEANAP,Vietnam,Diapers and Wipes,Hospitals,%Not Covered,2%,
2023,SEANAP,Vietnam,Diapers and Wipes,Cash and Carry,%Not Covered,2%,
2023,SEANAP,Vietnam,Food - Shelf Stable,Trad. Grocery Str.,%Covered,47%,
2023,SEANAP,Vietnam,Food - Shelf Stable,Wholesalers,%Covered,16%,
2023,SEANAP,Vietnam,Food - Shelf Stable,Open Markets,%Covered,5%,
2023,SEANAP,Vietnam,Food - Shelf Stable,Large Supermrkts,%Covered,4%,
2023,SEANAP,Vietnam,Food - Shelf Stable,Superettes,%Covered,4%,
2023,SEANAP,Vietnam,Food - Shelf Stable,Dairy,%Covered,1%,
2023,SEANAP,Vietnam,Food - Shelf Stable,Hypermrkts,%Covered,1%,
2023,SEANAP,Vietnam,Food - Shelf Stable,Oth.Chnls.,%Covered,1%,
2023,SEANAP,Vietnam,Food - Shelf Stable,Baby Str.,%Not Covered,6%,
2023,SEANAP,Vietnam,Food - Shelf Stable,Dairy,%Not Covered,6%,
2023,SEANAP,Vietnam,Food - Shelf Stable,Oth.Chnls.,%Not Covered,4%,
2023,SEANAP,Vietnam,Food - Shelf Stable,Brick & Click,%Not Covered,4%,
2023,SEANAP,Vietnam,Food - Shelf Stable,Oth.Groc.Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Food - Shelf Stable,Other Horeca,%Not Covered,1%,
2023,SEANAP,Vietnam,Frozen Food,Trad. Grocery Str.,%Covered,44%,
2023,SEANAP,Vietnam,Frozen Food,Wholesalers,%Covered,13%,
2023,SEANAP,Vietnam,Frozen Food,Large Supermrkts,%Covered,6%,
2023,SEANAP,Vietnam,Frozen Food,Superettes,%Covered,6%,
2023,SEANAP,Vietnam,Frozen Food,Open Markets,%Covered,5%,
2023,SEANAP,Vietnam,Frozen Food,Hypermrkts,%Covered,1%,
2023,SEANAP,Vietnam,Frozen Food,Oth.Chnls.,%Covered,1%,
2023,SEANAP,Vietnam,Frozen Food,Oth.Chnls.,%Not Covered,5%,
2023,SEANAP,Vietnam,Frozen Food,Cash and Carry,%Not Covered,4%,
2023,SEANAP,Vietnam,Frozen Food,Brick & Click,%Not Covered,4%,
2023,SEANAP,Vietnam,Frozen Food,Wholesalers,%Not Covered,3%,
2023,SEANAP,Vietnam,Frozen Food,Institutional Sales,%Not Covered,3%,
2023,SEANAP,Vietnam,Frozen Food,Oth.Spec.Food,%Not Covered,2%,
2023,SEANAP,Vietnam,Frozen Food,Hospitals,%Not Covered,1%,
2023,SEANAP,Vietnam,Frozen Food,Bakeries/Pastry,%Not Covered,1%,
2023,SEANAP,Vietnam,Frozen Food,Schools,%Not Covered,1%,
2023,SEANAP,Vietnam,Frozen Food,Baby Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Frozen Food,Govt./Military Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Hair Care,Trad. Grocery Str.,%Covered,30%,
2023,SEANAP,Vietnam,Hair Care,Wholesalers,%Covered,14%,
2023,SEANAP,Vietnam,Hair Care,Large Supermrkts,%Covered,11%,
2023,SEANAP,Vietnam,Hair Care,Superettes,%Covered,8%,
2023,SEANAP,Vietnam,Hair Care,Open Markets,%Covered,7%,
2023,SEANAP,Vietnam,Hair Care,Hou.hld /Toiletries,%Covered,7%,
2023,SEANAP,Vietnam,Hair Care,Hypermrkts,%Covered,2%,
2023,SEANAP,Vietnam,Hair Care,Pharmacies,%Covered,2%,
2023,SEANAP,Vietnam,Hair Care,Oth.Chnls.,%Covered,1%,
2023,SEANAP,Vietnam,Hair Care,Brick & Click,%Not Covered,5%,
2023,SEANAP,Vietnam,Hair Care,Oth.Chnls.,%Not Covered,5%,
2023,SEANAP,Vietnam,Hair Care,Cash and Carry,%Not Covered,3%,
2023,SEANAP,Vietnam,Hair Care,Hou.hld /Toiletries,%Not Covered,2%,
2023,SEANAP,Vietnam,Hair Care,Pharmacies,%Not Covered,1%,
2023,SEANAP,Vietnam,Hair Care,Oth.Groc.Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Hair Care,Duty Free/Airport,%Not Covered,1%,
2023,SEANAP,Vietnam,Hair Care,Govt./Military Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Hair Care,Dairy,%Not Covered,1%,
2023,SEANAP,Vietnam,Household Care,Trad. Grocery Str.,%Covered,41%,
2023,SEANAP,Vietnam,Household Care,Wholesalers,%Covered,15%,
2023,SEANAP,Vietnam,Household Care,Large Supermrkts,%Covered,7%,
2023,SEANAP,Vietnam,Household Care,Open Markets,%Covered,7%,
2023,SEANAP,Vietnam,Household Care,Superettes,%Covered,4%,
2023,SEANAP,Vietnam,Household Care,Hou.hld /Toiletries,%Covered,4%,
2023,SEANAP,Vietnam,Household Care,Hypermrkts,%Covered,2%,
2023,SEANAP,Vietnam,Household Care,Oth.Chnls.,%Not Covered,4%,
2023,SEANAP,Vietnam,Household Care,Brick & Click,%Not Covered,4%,
2023,SEANAP,Vietnam,Household Care,Cash and Carry,%Not Covered,3%,
2023,SEANAP,Vietnam,Household Care,Oth.Groc.Str.,%Not Covered,2%,
2023,SEANAP,Vietnam,Household Care,Pharmacies,%Not Covered,2%,
2023,SEANAP,Vietnam,Household Care,Baby Str.,%Not Covered,2%,
2023,SEANAP,Vietnam,Household Care,Hou.hld /Toiletries,%Not Covered,1%,
2023,SEANAP,Vietnam,Household Care,Institutional Sales,%Not Covered,1%,
2023,SEANAP,Vietnam,Household Care,Govt./Military Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Household Care,Hospitals,%Not Covered,1%,
2023,SEANAP,Vietnam,Household Care,Duty Free/Airport,%Not Covered,1%,
2023,SEANAP,Vietnam,Laundry Products,Trad. Grocery Str.,%Covered,41%,
2023,SEANAP,Vietnam,Laundry Products,Wholesalers,%Covered,15%,
2023,SEANAP,Vietnam,Laundry Products,Large Supermrkts,%Covered,7%,
2023,SEANAP,Vietnam,Laundry Products,Open Markets,%Covered,7%,
2023,SEANAP,Vietnam,Laundry Products,Superettes,%Covered,4%,
2023,SEANAP,Vietnam,Laundry Products,Hou.hld /Toiletries,%Covered,4%,
2023,SEANAP,Vietnam,Laundry Products,Hypermrkts,%Covered,2%,
2023,SEANAP,Vietnam,Laundry Products,Oth.Chnls.,%Not Covered,4%,
2023,SEANAP,Vietnam,Laundry Products,Brick & Click,%Not Covered,4%,
2023,SEANAP,Vietnam,Laundry Products,Cash and Carry,%Not Covered,3%,
2023,SEANAP,Vietnam,Laundry Products,Oth.Groc.Str.,%Not Covered,2%,
2023,SEANAP,Vietnam,Laundry Products,Pharmacies,%Not Covered,2%,
2023,SEANAP,Vietnam,Laundry Products,Baby Str.,%Not Covered,2%,
2023,SEANAP,Vietnam,Laundry Products,Hou.hld /Toiletries,%Not Covered,1%,
2023,SEANAP,Vietnam,Laundry Products,Institutional Sales,%Not Covered,1%,
2023,SEANAP,Vietnam,Laundry Products,Govt./Military Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Laundry Products,Duty Free/Airport,%Not Covered,1%,
2023,SEANAP,Vietnam,Laundry Products,Hospitals,%Not Covered,1%,
2023,SEANAP,Vietnam,Oral Care,Trad. Grocery Str.,%Covered,33%,
2023,SEANAP,Vietnam,Oral Care,Large Supermrkts,%Covered,12%,
2023,SEANAP,Vietnam,Oral Care,Wholesalers,%Covered,12%,
2023,SEANAP,Vietnam,Oral Care,Superettes,%Covered,9%,
2023,SEANAP,Vietnam,Oral Care,Open Markets,%Covered,6%,
2023,SEANAP,Vietnam,Oral Care,Hypermrkts,%Covered,3%,
2023,SEANAP,Vietnam,Oral Care,Hou.hld /Toiletries,%Covered,3%,
2023,SEANAP,Vietnam,Oral Care,Pharmacies,%Covered,2%,
2023,SEANAP,Vietnam,Oral Care,Convenc. Str.,%Covered,1%,
2023,SEANAP,Vietnam,Oral Care,Brick & Click,%Not Covered,5%,
2023,SEANAP,Vietnam,Oral Care,Oth.Chnls.,%Not Covered,5%,
2023,SEANAP,Vietnam,Oral Care,Cash and Carry,%Not Covered,3%,
2023,SEANAP,Vietnam,Oral Care,Wholesalers,%Not Covered,2%,
2023,SEANAP,Vietnam,Oral Care,Hou.hld /Toiletries,%Not Covered,2%,
2023,SEANAP,Vietnam,Oral Care,Pharmacies,%Not Covered,1%,
2023,SEANAP,Vietnam,Oral Care,Duty Free/Airport,%Not Covered,1%,
2023,SEANAP,Vietnam,Oral Care,Govt./Military Str.,%Not Covered,1%,
2023,SEANAP,Vietnam,Oral Care,Dairy,%Not Covered,1%,
2023,SEANAP,Vietnam,Paper Products,Trad. Grocery Str.,%Covered,38%,
2023,SEANAP,Vietnam,Paper Products,Wholesalers,%Covered,13%,
2023,SEANAP,Vietnam,Paper Products,Large Supermrkts,%Covered,11%,
2023,SEANAP,Vietnam,Paper Products,Superettes,%Covered,7%,
2023,SEANAP,Vietnam,Paper Products,Open Markets,%Covered,7%,
2023,SEANAP,Vietnam,Paper Products,Hypermrkts,%Covered,2%,
2023,SEANAP,Vietnam,Paper Products,Hou.hld /Toiletries,%Covered,1%,
